Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
5	00:33:17.12	IP_JA	So gingen die denn zur Arbeit, ob morgens, mittags oder abends.								
5	00:33:20.07	INT_AKE	Hm								
5	00:33:22.18	IP_JA	Und wie gesagt, also unsere Nachbarschaft bestand meist aus diesen Familien, und die hatten alle viel Kinder.								
5	00:33:27.22	INT_AKE	Hm.								
5	00:33:29.02	INT_AKE	Und die haben sich auch alle ...								
5	00:33:29.08	IP_JA	Und wenn da 'was, wenn da 'was vorlag, dann wurde gesagt:								
5	00:33:33.18	IP_JA	„Entweder kommen die Kinder zu uns, oder wir gehen dahin“.								
5	00:33:36.22	INT_AKE	Hm								
5	00:33:38.10	IP_JA	Und bei schönem Wetter, wir hatten im Haus bei uns (unten ?) 'ne große Toreinfahrt, und dann auch, äh, Holztreppen, große Wendeltreppe und dazu kleine Flure.								
5	00:33:49.03	IP_JA	Dann bei schlechtem Wetter haben wir uns dann schon 'mal aufgehalten und gespielt mit allem Möglichen, was wir entweder selbst gebastelt haben, denn richtiges Spielzeug, wie man es heute kennt, gab 's ja nicht.								
5	00:33:52.02	INT_AKE	Hm.								
5	00:34:00.22	INT_AKE	Ja, hm								
5	00:34:01.15	IP_JA	Wir haben uns aus Kartons, aus Kartons haben wir uns dann eben 'ne Theke gemacht und, äh, die Mutter hatte dann kleine Dinge besorgt wie Liebesperlen oder Kraut oder Erbsen, hingelegt in kleine Döschen, dann haben wir Verkaufen gespielt oder Vater, Mutter, Kind [lacht]								
5	00:34:02.07	IP_EHEMANN	Gab 's schon, konnte man nur nicht kaufen.								
5	00:34:04.06	INT_AKE	Ja.								
5	00:34:20.03	INT_AKE	Hm. [lachend]								
5	00:34:25.05	INT_AKE	Ganz, ganz bekannte Kinderspiele								
5	00:34:27.04	IP_JA	Ja, und, äh, dann gab 's auch 'mal 'n Kinderfest, [räuspert sich] das war aber schon, äh, glaub' ich, zwischen 33 und 35.								
5	00:34:33.10	INT_AKE	Hm								
5	00:34:43.14	IP_EHEMANN	Meinst du Schützenfeste?								
5	00:34:43.18	IP_JA	Und zwar am Heinrichplatz hatten sich da 'n paar Familien zusammengetan und wollten jetzt ...								
5	00:34:44.22	INT_AKE	(???)								
5	00:34:51.17	IP_JA	Das war wohl schon mehr eine ideologische Angelegenheit.								
5	00:34:55.16	IP_JA	Es wurde ein Schützenfest gefeiert, das kannten wir ja in der Form bisher gar nicht.								
5	00:34:57.16	INT_AKE	Hm								
5	00:35:00.17	IP_JA	Und das war so pompös.								
5	00:35:03.23	INT_AKE	(Sie meinen ?) dass das 'ne Sache ist, die von den Nazis (???)								
5	00:35:04.01	IP_JA	(???)								
5	00:35:05.18	IP_JA	Ja, also würd' ich wohl sagen, dass das da erst 'mal so aus der Taufe gehoben wurde.								
5	00:35:09.06	INT_AKE	Hm								
5	00:35:12.19	IP_JA	Dann gingen, äh, die sich damit befasst haben mit Sammellisten so in der ganzen Nachbarschaft rum zu Kaufleuten, auch in die Haushaltungen, wenn man nur 'n Groschen gegeben hat, mehr konnte man ja nicht geben, ne.								
5	00:35:23.08	INT_AKE	Hm								
5	00:35:24.11	IP_JA	Und dann wurde davon erstens 'mal Kostüme aus Krepppapier, Seidenpapier, alles Mögliche, ne, wurden so Ober... – Überwürfe gemacht als Mohnblume oder als Zwerg, Hexe, eben 'was zum Märchen.								
5	00:35:29.00	IP_EHEMANN	Buntpapier (???)								
5	00:35:33.18	INT_AKE	Hm.								
5	00:35:41.15	INT_AKE	Und das ...								
5	00:35:42.05	INT_AKE	Da fand dann so 'n Umzug statt oder, oder so mit Kaffee trinken oder so 'was hinterher?								
5	00:35:43.12	IP_JA	Ja, ja ja.								
5	00:35:46.08	IP_JA	Auch.								
5	00:35:47.09	IP_JA	Eben, dann wurde Kuchen gebacken und auch verkauft.								
5	00:35:49.06	IP_EHEMANN	König und Königin.								
5	00:35:50.12	INT_AKE	Und wer hat das organisiert?								
5	00:35:52.00	IP_JA	Äh, die Nachbarschaft, einfach 'ne Nachbarschaft.								
5	00:35:54.16	INT_AKE	Hm.								
5	00:35:55.05	INT_AKE	Die Frauen haben den Kuchen gebacken und die Männer die Musik besorgt oder?								
5	00:35:56.12	IP_JA	Ja, ja ja.								
5	00:35:58.12	IP_JA	Und dann abends haben die Großen natürlich mehr gefeiert als die Kinder – die Kinder mussten ja dann um sechs Uhr zu Bett – und die Großen haben dann bei Bier und Broten und so haben die dann zu Ende gefeiert.								
5	00:36:02.05	INT_AKE	Hm.								
5	00:36:07.23	INT_AKE	Hm.								
5	00:36:11.06	INT_AKE	Und das hat 34 angefangen (???)								
5	00:36:11.09	IP_JA	(???)								
5	00:36:13.06	IP_JA	Ich meine, das hätte 35 angefangen, denn ich hab' so 'was als kleines Kind nicht, nicht in Erinnerung, und dann war ich ja auch durch den, durch die Kindergruppe ...								
5	00:36:17.19	INT_AKE	Nicht in Erinnerung								
5	00:36:22.08	IP_EHEMANN	Ich auch nicht, das war auf einmal da.								
5	00:36:24.24	IP_JA	Ja, durch die Kindergruppe haben wir ja eben in der Theatergruppe mitgemacht, aber das hatte ja nicht diese Nuance, ne.								
5	00:36:25.08	INT_AKE	Hm.								
5	00:36:31.12	INT_AKE	Hm.								
5	00:36:32.24	INT_AKE	Aber das ...								
5	00:36:34.10	INT_AKE	Sie haben das da irgendwie nicht so in Erinnerung, dass das so offen 'ne nationalsozialistische Veranstaltung gewesen sein (???)								
5	00:36:38.14	IP_JA	[laut] Nein, nein, nein nein.								
5	00:36:40.04	IP_JA	Das war 'ne Nachbarschaftssache.								
5	00:36:40.13	IP_EHEMANN	(???) gar nicht, nein								
5	00:36:41.18	INT_AKE	Das ist wirklich 'ne Nachbarschaftssache gewesen?								
5	00:36:42.16	IP_JA	[laut] Ja, ja ja.								
5	00:36:43.13	INT_AKE	Ach so, ja (???)								
5	00:36:43.23	IP_JA	[laut] Nur eben dass da auch schon 'mal so militärische, äh, Einflüsse waren als, als Polizist oder in diesem Falle König und Königin und dann die Pagen, ne, kamen sogar mit der Kutsche und mit allem möglichen, ne.								
5	00:36:51.12	INT_AKE	Hm.								
5	00:36:53.20	INT_AKE	Hm.								
5	00:36:55.17	INT_AKE	Hm, ja								
5	00:36:59.00	IP_JA	Und diese Entwicklung hat es auch unmittelbar nach dem Krieg wieder gegeben, da hab' ich nämlich Aufnahmen von mit meiner Tochter, 1948 hat es das gegeben.								
5	00:37:03.06	INT_AKE	Hm.								
5	00:37:05.10	INT_AKE	Hm.								
5	00:37:08.06	INT_AKE	Dass da Schützenfeste oder so Feste organisiert wurden, die, die nicht, nicht auf Stadtteilebene liefen, sondern im kleineren Rahmen?								
5	00:37:11.11	IP_JA	Ja.								
5	00:37:15.00	IP_JA	Ja, äh, ge...								
5	00:37:16.10	IP_JA	Wohngebietsgruppen würden wir heu..., Wohngebiet würden wir heute sagen, ne.								
5	00:37:17.18	INT_AKE	Hm.								
5	00:37:20.05	INT_AKE	Hm								
5	00:37:20.23	IP_JA	Unmittelbare Nachbarschaft.								
5	00:37:22.13	IP_JA	Da waren die Häuser so gebaut, dass hinten ein großer Hofraum sich ergab und dann daran anschließend noch kleine Gärten.								
5	00:37:27.08	INT_AKE	Hm.								
5	00:37:30.15	INT_AKE	Hm								
5	00:37:31.05	IP_JA	Also das war wirklich schön, und die Kinder hatten etwas, worauf sie sich freuten.								
5	00:37:32.14	INT_AKE	Hm								
5	00:37:34.16	IP_EHEMANN	Das waren reine Kinderfeste.								
5	00:37:34.24	IP_JA	Man hatte, hatte man ja auch die ganze Zeit dazu gearbeitet, die Kinder mussten zusammenkommen, die haben selbst an ihren Sachen gearbeitet, geklebt und gebastelt, ne.								
5	00:37:36.12	INT_AKE	Ja.								
5	00:37:36.16	IP_EHEMANN	(???)								
5	00:37:42.13	INT_AKE	Hm								
5	00:37:45.13	IP_JA	Und, äh, abends gab 's dann 'n Fackelzug, das war doch an und für sich war das doch sehr schön, ne, wenn man das so nimmt.								
5	00:37:48.20	INT_AKE	Hm.								
5	00:37:51.09	INT_AKE	Ja								
5	00:37:53.04	IP_JA	Aber meines Erachtens war das alles schon ein Hinwirken auf die Gemeinschaft, auf das Große, äh, was sich ja dann auch nachher durch die Volksgemeinschaft dargestellt hat, ne.								
5	00:38:05.05	IP_JA	Das fing dann meines Erachtens, wenn ich das heute 'rückdenke, so an.								
5	00:38:09.10	INT_AKE	Wie meinen Sie das?								
5	00:38:10.00	INT_AKE	Dass sich da, äh ...								
5	00:38:11.08	IP_JA	Das Zusammengehörigkeitsgefühl war ja in der Form noch nie gegeben.								
5	00:38:16.10	INT_AKE	Das war vorher nie so gewesen, meinen Sie?								
5	00:38:17.14	IP_JA	Nein, nein.								
5	00:38:19.09	IP_JA	In der Form nicht.								
5	00:38:19.17	INT_AKE	Also das würde heißen, dass die, dass d...								
5	00:38:21.20	IP_JA	'Ne Beeinflussung vielleicht dabei gewesen ist, aber ich kann das ja heute im Rückblick kann ich das ja aus meiner Version nicht sagen.								
5	00:38:25.00	INT_AKE	Hm.								
5	00:38:28.21	INT_AKE	Hm.								
5	00:38:29.12	INT_AKE	Na ich würde das 'mal so fragen wollen:								
5	00:38:31.03	INT_AKE	Äh, das Zusammengehörigkeitsgefühl in dieser organisierten Form hat es, hat es offenbar ja vorher nicht gegeben?								
5	00:38:35.24	IP_JA	Nein.								
5	00:38:36.05	INT_AKE	Aber konnten nicht die Nazis mit ihrer Volksgemeinschaftsideologie, äh, auf 'was aufbauen, was es zumindest in der Ruhrgebietsbevölkerung bei so, so halboffenen Wohnstrukturen, wie Sie sie ja auch geschildert hatten, schon gegeben hat, ne?								
5	00:38:45.18	IP_JA	Ja.								
5	00:38:47.16	IP_JA	Ja, genau, hm.								
5	00:38:50.17	IP_JA	Ja, das wollt' ich ja damit sagen, hm								
5	00:38:51.08	INT_AKE	Gefühl von Zusammengehörigkeit, also über ...								
5	00:38:54.02	IP_JA	Das wollt' ich wohl damit sagen.								
5	00:38:56.03	IP_JA	Damit jetzt auch, äh, Menschen, die sonst vorher nicht zusammen harmoniert haben oder sie sich gar nicht kennengelernt haben, sich jetzt kennenlernen sollten.								
5	00:39:03.15	INT_AKE	Hm.								
5	00:39:06.10	INT_AKE	Hm								
5	00:39:06.20	IP_JA	Und mittelbar oder unmittelbar der eine auf den anderen, äh, sich verlassen sollte oder verlassen konnte.								
5	00:39:12.08	INT_AKE	Hm.								
5	00:39:13.13	INT_AKE	Hm								
5	00:39:13.18	IP_JA	Ich, ich weiß nicht, denn man hat sich ja sonst nur seine Freunde gesucht, ne.								
5	00:39:18.13	INT_AKE	Hm								
5	00:39:19.03	IP_JA	Und in diesem Falle wurde man ja so praktisch darauf gestoßen.								
5	00:39:24.21	INT_AKE	Auf den Wohnumkreis zumindest gestoßen, ja								
5	00:39:25.18	IP_JA	Ja, genau, hm.								
5	00:39:26.23	INT_AKE	Ja, ja, hm.								
5	00:39:28.18	INT_AKE	Ähm ...								
5	00:39:30.09	IP_EHEMANN	Darf ich ein Einwand machen, ich will ja nur sagen, aus meiner Erfahrung heraus (???), dass die, dass die Freundschaften mehr oder weniger klassenbedingt waren.								
5	00:39:31.12	IP_JA	Ja								
5	00:39:31.14	INT_AKE	Ja								
5	00:39:33.10	IP_JA	Ich hol' 'mal eben die Bilder.								
5	00:39:39.05	INT_AKE	Hm								
5	00:39:39.18	IP_EHEMANN	Das hieß also, die Arbeiterklasse hielt zur Arbeiterklasse.								
5	00:39:46.14	INT_AKE	Hm								
5	00:39:47.04	IP_EHEMANN	Dann hat 's die Angestellten gegeben, die haben mit zu den Angestellten gehalten.								
5	00:39:51.10	INT_AKE	Hm								
5	00:39:52.06	IP_EHEMANN	Und die Beamten wieder zu den Beamten. [Rascheln von Papier]								
5	00:39:55.23	IP_EHEMANN	Das heißt, ähm, die sogenannte Volksgemeinschaft, die war in Wirklichkeit gar nicht da, sondern die war dreigeteilt, wie ich schon sagte, einmal Arbeiter, Angestellte, Beamte.								
5	00:40:09.20	INT_AKE	Hm								
5	00:40:10.06	IP_EHEMANN	Was dann darüber hinaus kam, waren entweder die, die, die gutsituierten Selbstständigen, die, die, die, die, die Ärzte, Rechtsanwälte und so weiter und dann die Akademiker, das war ja ohnehin, äh, 'ne, 'ne Kaste für sich.								
5	00:40:22.17	INT_AKE	Hm.								
5	00:40:23.08	INT_AKE	Na ich hab' eben mehr auch von 'ner Volksgemeinschaftsideologie gesprochen, ich glaube, dass das sozusagen eines der ...								
5	00:40:27.08	IP_JA	Das sind die Schulbilder, die ich letztens gesucht habe.								
5	00:40:29.03	IP_EHEMANN	Die, die Geschichte ...								
5	00:40:30.06	INT_AKE	Wart' 'mal.								
5	00:40:30.18	INT_AKE	Dass das also eines der im, im großen Rahmen der Bevölkerung sich am weitestgehend gehaltenen Ideologien über die Nazi-Zeit ist.								
5	00:40:40.09	INT_AKE	Dass dort ja alle, jeder, jeder hätte 'was werden können, und alle zueinander gehört hätten oder so								
5	00:40:43.21	IP_JA	Hm								
5	00:40:44.20	IP_EHEMANN	Ich würde sagen, die Nazis haben diese Ideologie aus der Arbeiterklasse genommen.								
5	00:40:45.10	INT_AKE	(???)								
5	00:40:48.09	IP_EHEMANN	Nämlich dass ...								
5	00:40:48.15	INT_AKE	Ja, gut, O.K, genau								
5	00:40:49.16	IP_EHEMANN	Und das ist alles nicht erfunden, nicht wahr, die haben sich nur (???)								
5	00:40:51.24	IP_EHEMANN	Nein								
5	00:40:53.06	IP_JA	Das rausgesucht, was ihnen, äh ...								
5	00:40:55.13	IP_EHEMANN	Das Zusammenhalten innerhalb der, der, der Gruppe, sagen wir 'mal zum Beispiel bei der Arbeiterschaft.								
5	00:40:56.21	IP_JA	Ja.								
5	00:40:59.13	INT_AKE	Diesen, ja, diesen sozialen Zusammenhalt								
5	00:41:01.12	IP_EHEMANN	Das, das haben die sich zueigen gemacht.								
5	00:41:03.10	INT_AKE	Die haben ja auch, die haben ja auch das Soziale auf der organisatorischen Ebene übernommen								
5	00:41:05.22	IP_JA	Hm								
5	00:41:06.24	INT_AKE	Die konnten ja, äh, die Kommunisten verbieten, die konnten die Sozialdemokraten verbieten, und die konnten nachher das, das Reichskonkordat unterlaufen, weil sie all dieses, dieses organisatorische Netz, was all die, was diese politischen oder auch, äh, weltanschaulichen Gruppierungen geboten haben, wiederum selber staatlich geboten haben								
5	00:41:12.02	IP_JA	Die Christen.								
5	00:41:13.22	IP_JA	Ja, ja.								
5	00:41:24.23	IP_JA	Sich zu Nutze gemacht haben, genau.								
5	00:41:27.04	INT_AKE	Die haben ja dies... dieses organisatorische Netz der Nazis, also von, angefangen von, von Jungvolk über BDM bis zur NSV und weiß der Teufel, was nicht alles, äh, ist ja im Grunde genommen 'n Abbild von diesem, diesem organisatorischen Netz, was, äh, was die Arbeiterbewegung kannte, und was auch die christliche Bewegung zum Beispiel hatte								
5	00:41:32.23	IP_JA	Hm								
5	00:41:35.13	IP_EHEMANN	Hm.								
5	00:41:42.12	IP_EHEMANN	Und was bereits vorhanden war.								
5	00:41:44.02	IP_JA	Ja, genau								
5	00:41:45.08	INT_AKE	Also das, das ist nur ne, 'ne, 'ne andere Version wieder der gleichen Sache ist, ne								
5	00:41:47.20	IP_JA	'Ne andere Version.								
5	00:41:51.09	IP_JA	Und eine verderbliche, wohlverstanden, nicht.								
5	00:41:52.21	INT_AKE	Ja.								
5	00:41:53.12	INT_AKE	Es gibt so 'n amerikanischer – amerikanischen Historiker, der hat 'mal ein Wort geprägt, das fand ich, find' ich immer ganz schön, wenn ich das lese.								
5	00:42:00.07	INT_AKE	Äh, dass dieses Vereinswesen und Organisationswesen in 'ner kommunistischen, äh, und auch in der sozialdemokratischen Bewegung, die ja hier nun, weiß Gott, nicht so stark war, aber global – also dass das so 'n, so 'n ~cradle-to-grave-service~ sagt er, also so 'n, äh, so 'n Angebot war von der Wiege bis ans Grab, ne, also, äh, wo man, wo man eingebettet war, wo man sich zuhause fühlen konnte und, und ...								
5	00:42:10.10	IP_EHEMANN	(???)								
5	00:42:20.08	IP_JA	Hm, ja ja, genau.								
5	00:42:22.13	IP_JA	Man war darin ein... [laut] einprogrammiert sozusagen.								
5	00:42:26.24	IP_JA	Heut' würden wir sagen:								
5	00:42:28.06	IP_JA	„Wir waren einprogrammiert."								
5	00:42:29.23	INT_AKE	Hm, das ist die [lachend] bösartige Version (???)								
5	00:42:31.00	IP_JA	Genau, ganz genau.								
5	00:42:32.15	IP_JA	Und das ist einem ja erst später zum Bewusstsein gekommen, nachdem man das hinter sich hatte, ne.								
5	00:42:39.06	IP_JA	Aber ...								
5	00:42:39.21	INT_AKE	Nein, dieses ein..., also „einprogrammieren" klingt ja bösartig. [Klappern von Geschirr]								
5	00:42:42.08	INT_AKE	Ich meinte jetzt, äh, dass, also dass die Kommun..., die Arbeiterbewegung auch dieses – diese, also die hat dieses Angebot von Organisationen, äh, gehabt hat, die von der Wiege bis ins Grab reichten								
5	00:42:46.22	IP_JA	[laut] Ach so								
5	00:42:54.20	IP_EHEMANN	Ja, sicher, (???) Organisation								
5	00:42:55.05	INT_AKE	Und genau dieses Prinzip haben die Nazis übernommen, ne								
5	00:42:58.16	IP_EHEMANN	Hm								
5	00:42:59.11	INT_AKE	Und das war, sagen wir 'mal in Anführungsstrichen, deren Trick, ei... einer ihrer Tricks, ne								
5	00:43:03.05	IP_JA	Ja, womit sie, womit sie die Menschen geködert haben.								
5	00:43:04.00	INT_AKE	Und, ähm ...								
5	00:43:06.23	INT_AKE	Ja								
5	00:43:07.14	IP_JA	Genau.								
5	00:43:07.21	INT_AKE	Und wo also für, für viele ja dann offenbar, also wo für viele es offenbar, äh, so war, dass die sich gesagt haben:								
5	00:43:15.18	INT_AKE	„Kannst auch da hingehen."								
5	00:43:16.14	IP_JA	Genau.								
5	00:43:16.24	INT_AKE	„Jetzt haben sie dir dein Laden zugemacht ..."								
5	00:43:17.09	IP_EHEMANN	Im Ruhrgebiet, im Ruhrgebiet weniger, im Ruhrgebiet weniger.								
5	00:43:19.08	IP_JA	Allein, dass ...								
5	00:43:19.16	INT_AKE	Nee, gut, also ich mein', es gibt bestimmte, also aber im bestimm..., in 'ner bestimmten Anfälligkeitsstufe, ne								
5	00:43:21.10	IP_EHEMANN	Ja ja.								
5	00:43:24.00	INT_AKE	Ich will jetzt so das nicht auf, äh, so (???)								
5	00:43:26.00	IP_JA	Ja, weil ja eben die soziale Situation so war, und das hat – haben die Nazis auf ihre Weise ausgebeutet, kann man in dem Sinne wohl sagen, ne.								
5	00:43:29.00	INT_AKE	Hm.								
5	00:43:35.12	INT_AKE	Aber dieses Prinzip oder diese Ideologie von 'ner Volksgemeinschaft, also 'ne Gemeinschaft, die das ganze Volk betrifft, ne, also ist, ist, ist meines Erachtens 'n, so 'n Ideologem, ne, eben etwas, was, äh, was Bestandteil von deren Ideologie war, was aber real nie bestand, ne.								
5	00:43:47.15	IP_JA	(???)								
5	00:43:48.21	IP_JA	Ja.								
5	00:43:50.08	IP_JA	Nein, nein nein.								
5	00:43:51.12	INT_AKE	Also ich glaub' schon, dass das, was Sie gerade gesagt haben mit diesen, mit diesen drei Klassengrenzen, dass das ganz richtig ist								
5	00:43:51.22	IP_EHEMANN	(???)								
5	00:43:53.14	IP_EHEMANN	Die, die Nazis haben ganz gewusst, ähm, dass sie die Klassen nicht auseinander..., [kurze Pause] äh, zusammenschmeißen konnten.								
5	00:44:04.05	IP_EHEMANN	Das war ganz klar.								
5	00:44:05.05	IP_EHEMANN	Und dann sind sie auf die Idee gekommen und haben da 'ne (???) der, der, der Volksgemeinschaft gebildet, (wo 'mal eben ?) alles mit eingepackt werden sollte.								
5	00:44:05.15	INT_AKE	Hm.								
5	00:44:09.02	INT_AKE	Hm								
5	00:44:12.08	IP_EHEMANN	Da, da sollte der Arbeiter mit eingepackt werden mit dem Beamten, mit dem Angestellten, mit dem kleinen Selbstständigen, mit dem Handwerker, mit dem Kaufmann, mit Rechtsanwälten und, und, und.								
5	00:44:16.03	IP_JA	Angestellten								
5	00:44:17.05	INT_AKE	Hm, ja								
5	00:44:20.21	IP_JA	Geistig Schaffenden								
5	00:44:22.02	INT_AKE	Hm								
5	00:44:23.22	IP_JA	Künstler vor allen Dingen								
5	00:44:24.14	IP_EHEMANN	Und das, nicht wahr, das war natürlich ne, ne, 'ne Ideologie, die, äh, von vornherein zum Scheitern verurteilt war.								
5	00:44:31.22	INT_AKE	Die unter den gesellschaftlichen Verhältnissen zumindest nicht, äh, nicht zum Tragen (kommen konnte ?)								
5	00:44:34.24	IP_EHEMANN	Ja ja ja.								
5	00:44:35.24	IP_EHEMANN	Aber das würde ja jetzt, jetzt zu weit führen, und das wollen wir ja auf keinen Fall.								
5	00:44:36.22	INT_AKE	Ja, hm[kurze Pause]								
5	00:44:42.12	IP_JA	[zeigt Foto] Müssen Sie eigentlich schon [lachend] kennen das Gesicht								
5	00:44:44.03	INT_AKE	[lacht]								
5	00:44:45.05	INT_AKE	Das ist noch aus der Freien Schule oder?								
5	00:44:46.14	IP_JA	Zwö...								
5	00:44:46.21	IP_JA	Nein, das ist schon auf der Mittelschule, da bin ich zwölf Jahre alt.								
5	00:44:48.02	INT_AKE	Ach so.								
5	00:44:49.17	INT_AKE	Ah, ja								
5	00:44:51.00	IP_JA	(???)								
5	00:44:51.01	INT_AKE	Größer war die Klasse nicht oder?								
5	00:44:52.14	IP_JA	Nein, das war nur so gruppenweise, ne.								
5	00:44:53.13	INT_AKE	War nur 'n ...								
5	00:44:54.05	INT_AKE	Hm.								
5	00:44:56.24	INT_AKE	Und das ist schon nach 'm Krieg?								
5	00:44:57.22	IP_JA	Ja, nein, vor dem Krieg.								
5	00:44:59.12	IP_JA	Das, der Bruder meines Mannes mit Freund, und das ist mein Mann und ich.								
5	00:45:03.12	INT_AKE	Hm, ja								
5	00:45:04.12	INT_AKE	<***>								
6	00:00:07.10	INT_AKE	(???) auf die Reihe kriege, deshalb hab' ich das sortiert.								
6	00:00:07.20	IP_JA	Hm								
6	00:00:11.10	INT_AKE	Ähm, das erste, was ich nur ganz kurz fragen wollte, ist:								
6	00:00:15.20	INT_AKE	So Geburtstag bei Ihnen zuhause in Ihrer Kindheit – wer hat da die Geschenke gekauft oder gab 's, wurde so 'was überhaupt nicht gefeiert?								
6	00:00:23.16	INT_AKE	Nur Namenstag oder wurde gar nichts gefeiert? [amüsiert]								
6	00:00:23.18	IP_JA	Also ich bin geboren ...								
6	00:00:25.22	IP_JA	Nein.								
6	00:00:26.07	IP_JA	Ich bin geboren am 22. Dezember, und da war sowieso ...								
6	00:00:28.24	INT_AKE	Ja, (???)								
6	00:00:33.18	IP_JA	Aber ich kann mich, ich kann mich erinnern ...								
6	00:00:34.15	IP_EHEMANN	Vor Weihnachten								
6	00:00:35.06	INT_AKE	Ja ja, ich weiß (???) ich kenn' das Problem [lacht]								
6	00:00:37.23	IP_EHEMANN	[lacht]								
6	00:00:38.10	IP_JA	Ich hab' sogar noch eins, überlegen Sie 'mal – wer das mitgeschleppt hat, weiß ich nicht. [Quietschen]								
6	00:00:43.08	IP_JA	Das hab' ich gekriegt zum zwölften Geburtstag, und das muss [Quietschen] entweder meine Mutter oder meine Schwester, die haben das geschleppt, und nachher komm' ich 'mal nach Hause und da seh' ich diese Schale und da hab' ich sie natürlich wieder an mich genommen.								
6	00:00:56.10	INT_AKE	Hm								
6	00:00:57.23	IP_JA	Das war 'mal ein Geburtstagsgeschenk mit Pralinen drin und dann so 'ne schöne Schleife drauf.								
6	00:01:04.10	INT_AKE	Hm								
6	00:01:06.16	IP_JA	Oder ich bekam, weil es ja eben immer vor Weihnachten war, ein, äh, aus Schokolade diese Blumentöpfchen.								
6	00:01:16.11	INT_AKE	Hm								
6	00:01:17.00	IP_JA	Also schön mit Stanniol in verschiedenen Farben umwickelt.								
6	00:01:20.24	INT_AKE	Aber darum hat sich Ihre Mutter gekümmert oder Ihr Vater?								
6	00:01:21.08	IP_JA	Das stand dann ...								
6	00:01:22.12	IP_JA	Ja, ja ja, das stand dann morgens auf dem Tisch, eh' wir nach der Schule gingen, und ich glaube, so war das mit meinen Geschwistern auch.								
6	00:01:25.08	INT_AKE	Hm.								
6	00:01:29.08	INT_AKE	Hm								
6	00:01:29.22	IP_JA	Aber nichts Großartiges.								
6	00:01:31.05	INT_AKE	Also es wurde auch nicht gefeiert oder (???)								
6	00:01:32.16	IP_JA	Nein, nein.								
6	00:01:33.15	IP_JA	Wir haben, äh, neue Kleidung bekommen, also das war obligatorisch – Ostern, und wenn 's notwendig war, noch 'n ganz Sommerliches zu Pfingsten und zu Weihnachten.								
6	00:01:34.22	INT_AKE	[sehr leise] (???)								
6	00:01:38.21	INT_AKE	Hm.								
6	00:01:45.17	INT_AKE	Hm								
6	00:01:47.19	IP_JA	Da war zum Beispiel dieses, war ein Waschsamt im ganz dunkelbraun mit so beige und roten Blümchen drin und dann war hier ein so russenkittelartig gearbeitet, ne, orange und beige war die Applikation, die Blende dran.								
6	00:01:51.10	INT_AKE	Hm.								
6	00:01:58.22	INT_AKE	Hm								
6	00:02:05.04	IP_JA	Das hat dann die Schneiderin genäht, von der ich Ihnen letztens erzählt habe, ne.								
6	00:02:06.15	INT_AKE	Hm, und das ...								
6	00:02:08.00	INT_AKE	Ja								
6	00:02:09.24	IP_JA	Das gab 's dann zu Weihnachten.								
6	00:02:11.10	INT_AKE	Hm								
6	00:02:12.16	IP_JA	Und das musste dann im Wechsel gehen.								
6	00:02:14.16	IP_JA	Und von mir wurde natürlich auch manches umgearbeitet und abgesetzt für meine Schwester, die ja drei Jahre jünger war als ich, ne.								
6	00:02:18.20	INT_AKE	Hm.								
6	00:02:22.05	INT_AKE	Hm, ja, klar								
6	00:02:25.11	IP_JA	Und wie gesagt, also und dann konnte Ostern schneien oder sonst 'was, wir kriegten das Kleid an oder was wir da bekommen haben.								
6	00:02:31.07	INT_AKE	Hm.								
6	00:02:32.08	INT_AKE	(???), hm								
6	00:02:34.08	IP_EHEMANN	[lacht]								
6	00:02:34.17	INT_AKE	[lacht]								
6	00:02:36.12	IP_JA	Und von dem Tag ab war auch Sommer.								
6	00:02:38.13	IP_JA	Ich meine, das musste wahrscheinlich so sein, weil ja die Kleidung de... dermaßen gar nicht, äh, äh, viel da war.								
6	00:02:38.20	INT_AKE	Hm.								
6	00:02:45.04	INT_AKE	Hm, ja, (???)								
6	00:02:46.17	IP_JA	Also wir wechselten die Kleider mit der Jahreszeit.								
6	00:02:49.17	INT_AKE	Hm								
6	00:02:50.22	IP_JA	Und dann, weil das ja dann alles handgenäht war, wurden die, äh, Säume dermaßen gemacht, eingelegt, das konnte noch ausgelassen werden, ne, und dadurch hat man ja auch sehr viel gespart.								
6	00:03:00.09	INT_AKE	Hm.								
6	00:03:03.24	INT_AKE	Hm.								
6	00:03:05.20	INT_AKE	Also das war so das mit den Geburtstagsgeschenken, was ich da noch wissen wollte, und das andere ist, ähm ... [längere Pause]								
6	00:03:14.23	INT_AKE	Ach, nö, diese ganzen Fragen zum Nationalsozialismus stell' ich gleich noch 'mal komplett								
6	00:03:18.08	IP_JA	Ja.								
6	00:03:18.17	INT_AKE	Ähm, mit Ihrer eigenen Hausarbeit								
6	00:03:22.20	IP_JA	Zuhause oder meine eigene?								
6	00:03:24.06	INT_AKE	Nö, nicht zuhause, sondern in der späteren Zeit, als Sie geheiratet haben								
6	00:03:27.06	IP_JA	In meiner Wohnung.								
6	00:03:28.09	INT_AKE	Ja, können Sie da 'mal erzählen?								
